chronogramme;;chronogramme (hist.);JAL, MT;;MT
chronologie;TDTR;Chronologies;JAL, AM, MT, TD;;
;TDTR;Church briefs;JAL, TD;(pas d’équivalent en français);
carton pour bouquet d’église;(PL 1879);church flower box?;;??? (not in ET);MT
bague de cigare;TDTR (CC18/13/16 p.57) JAL (RT2000, JJColl, Twyman 2013: 189) (CC 67, 40) (Afnor);Cigar bands;JAL, AM, MT, TD;;
boîte de cigares;(CC 69, 17);cigar box;JAL, TD;(correction faite par TD). (Not in ET as such);MT
étiquette de boîte de cigares;TDTR (RT2000, Twyman2013);Cigar box labels;JAL, AM, MT;;
album de cartes de cigarettes;TDTR;Cigarette card albums;JAL, AM, MT, TD;;
carte de cigarettes en tissu;TDTR;Cigarette card silks;;;
carte de cigarettes;TDTR;Cigarette cards;JAL, AM, MT, TD;;
coupon de cigarettes;TDTR;Cigarette coupons;JAL, AM, MT, TD;;
paquet de cigarettes;TDTR (RT2000, Coulisses);Cigarette packets;JAL, AM, MT, TD;;
papier à cigarettes;(Rickards/Tywman 2000, Coulisses);cigarette paper;;Synonym papier à rouler;AM
papier à rouler;(CC 56, 11);cigarette paper;;Synonym papier à cigarettes. (Not in ET) ;MT
étui de papier à rouler les cigarettes ;(28, 17);cigarette paper holders;;(not in ET);MT
cahier de papiers à cigarettes;(CC 57, 90), VP;cigarette-paper book;;(not in ET);MT
timbre fantaisie;TDTR;Cinderella stamps;JAL, AM, MT, TD;AM check publication at MICG.;
programme de cinéma;TDTR;Cinema programmes;JAL, AM, MT, TD;;
billet de cinema;;cinema ticket (1);TD;TD confirmed billet not ticket;AM
ticket de cinéma;TLF;cinema ticket (2);AM;;
schéma de circuit électrique;TDTR;Circuit diagrams;JAL, AM, MT, TD;;
;TDTR;Circuit plans;;(pas d’équivalent en français);
circulaire;TDTR Petit 1997:20, Audin (JGC p.30)  TL (N) (Kettridge 1973);Circular letters;JAL, AM, MT, TD;;
billet circulaire;(Kettridge 1973);circular ticket;;;AM
catalogue de vente (1);TDTR;Circulars;;??;
affiche de cirque;TDTR;Circus posters;JAL, AM, MT, TD;;
attestation de concubinage;TDTR;Civil partnership certificates;JAL, AM, MT, TD;renvoi: PACS;
formulaire de demande;TDTR;Claim forms;JAL, AM, MT, TD;(correction faite par TD);
périodique clandestin;TDTR;Clandestine magazines;JAL, AM, MT;distinction entre magazines et newspapers??;
journal clandestin;TDTR;Clandestine newspapers;JAL, AM, MT;Do we need Journal and Périodique?;
;TDTR;Clipper ship cards;TD;?? Par MT (hist.);
ticket de vestiaire;TDTR, TLF;Cloakroom tickets;JAL, AM, MT, TD;(correction faite par TD);
carte de pointage;TDTR;Clock cards;JAL, AM, MT, TD;;
étoffe;TDTR;Cloth;JAL, AM, MT, TD;tissu is woven. Renvoi?;
flyer;TDTR;Club flyers;;A demander aux jeunes!!;
'ticket d''autocar';JGC p.375;Coach tickets;JAL, AM, MT;(correction faite par TD);
horaire de transport (car);TDTR;Coach timetables;JAL, AM, MT;(correction faite par TD);
bulletin de diligence (hist);TDTR;Coaching tickets;JAL, AM, MT, TD;(hist.);
dessous-de-verre;TDTR;Coasters;JAL, AM, MT;Reading to add drink? MT;
armoiries;TDTR;Coats of arms;JAL, AM, MT;Synonymes. A Thierry!;
carte de la Saint-Valentin "cobweb" (R.-U.);TDTR;Cobwebs;JAL, AM, MT;(pas d’équivalent en français);
cocarde;TDTR (Afnor);Cockades;JAL, AM, MT, TD;;
objets de collection, à collectionner;TDTR;Collectables;JAL, AM, MT, TD;;
carte à collectionner;TDTR (Twyman 2013:196);Collecting cards;JAL, AM, MT, TD;Renvoi: cartes Pokémon;
album collecteur;(CC 37, 30–37);collector’s album;;(not in ET as such);MT
;TDTR;College stamps;JAL, AM, MT, TD;(pas d’équivalent en français);
charte de couleurs;TDTR;Colour charts;JAL, AM, MT;;
échantillon de couleurs;;colour sample;;;
;;colour theory chart;;;
album de cartes à colorier;(CC 64, 41);colouring book ;;à éliminer? TD;MT
livre à colorier;TDTR (PL 1935);Colouring books;JAL, AM, MT, TD;term preferred over album à colorier by TD;
feuille à colorier;TDTR;Colouring sheets;JAL, AM, MT, TD;;
billet combiné;(Kettridge 1973);combined ticket;TD;;AM
carte humoristique;TDTR;Comic cards;JAL, AM, MT, TD;A Thierry!;
carte postale humoristique;(CC 27, 27) (CC 7/12/07 p.17) JAL;comic postcard;JAL, AM, MT, TD;(not in ET);MT
bande dessinée, BD;TDTR (CC 31, 19);Comics;JAL, AM, MT, TD;;
'édition commémorative (d''un journal)';;commemorative edition (of a newspaper);TD;;AM
journal commémoratif;TDTR;Commemorative newspapers;JAL, AM, MT, TD;;
enveloppe commémorative affranchie ?;TDTR;Commemorative postal covers;JAL, TD;;
image commémorative;TDTR;Commemorative prints;JAL, AM, MT, TD;;
annuaire du commerce;(RT2000, Larousse);commercial directory;;;
commis voyageur;(Kettridge 1973);commercial traveller;;A éliminer (personnel) TD;AM
bon de commission;;commission order form;;?? TD;AM
Commonplace book (R.-U);TDTR;Commonplace books;JAL, AM, MT, ;(“commonplace book” une particularité brit !);
communication;TDTR;Communications;JAL, AM, MT, TD;Gathering term;
image de communion;TDTR (Afnor);Communion cards;;Check "image".;
prospectus d’entreprise;TDTR;Company prospectuses;JAL, AM, MT, ;;
rose des vents;;compass card;;;AM
carte de remerciement;TDTR;Compliments slips;;hommage?;
impression à la congrève;TDTR AM;Compound plate printing;JAL, AM, MT, ;;
affiche de concert;TDTR;Concert posters;JAL, AM, MT, ;;
programme de concert;TDTR;Concert programmes;JAL, AM, MT, ;;
Leporello;TDTR;Concertina cards;JAL, AM, MT, ;Use "carte accordéon" (renvoi).;
conditions de vente;(CC 65 supp);conditions of sale (et contracts);;;MT
carte de condoléances;TDTR;Condolence cards;JAL, AM, MT, ;;
carte de félicitations;TDTR;Congratulations cards;JAL, AM, MT, ;;
formulaire de consentement;TDTR;Consent forms;JAL, AM, MT, TD;;
'bordereau d''expédition (de chargement), bulletin de chargement, lettre de voiture';;consignment note;;;AM
constitution;TDTR;Constitutions;JAL, AM, MT, TD;add "states";
statuts (2);;Constitutions, organisations;JAL, AM, MT, ;;
feuille de construction;TDTR;Construction sheets;;Not in ET.;
facture consulaire;(Kettridge 1973);consular invoice;;;AM
livre à souche;(Kettridge 1973);conterfoil (stub) book;;;AM
formulaires multiples en continu;(PL 1952);continuous stationery;;(not in ET);MT
contrat;TDTR;Contracts;JAL, AM, MT, TD;;
factum (2);(DEL);controversial pamphlet, lampoon;;;AM
carte de conversation;TDTR;Conversation cards;;;
table de conversion;TDTR;Conversion tables;JAL, AM, MT, TD;;
timbre Coop;TDTR;Co-op stamps;;Find French equivalent.;
expédition (1);(RT2000);copy;;;AM
livre de modèles d’écriture;TDTR;Copybooks;JAL, AM, MT, TD;;
vignette de droits acquittés (disques);TDTR;Copyright royalty stamps;JAL, AM, MT, TD;;
correspondance;TDTR;Correspondence;JAL, AM, MT, TD;Gathering term.;
;;correspondence (administrative);;;MT
;;correspondence (business);;;MT
;;correspondence (personal);;;MT
livre de correspondance;TDTR;Correspondence books;JAL, AM, MT, TD;;
carte (de) correspondence;(ABMP F&V);correspondence card;;(not in ET);MT
corrigenda;Electre;Corrigenda slips;JAL, AM, MT;Check DEL (AM);
carton ondulé;(PL 1916);corrugated cardbord;;(not in ET);MT
papier ondulé;(PL 1916);corrugated paper;;(not in ET);MT
compteur;(CC 40, 47) ;counter ;;(not in ET);MT
presentoire de comptoir;TDTR (CC 33,15) (CC 61, 27);Counter display boxes;JAL, AM, MT;présentoire?;MT
carnet à souche(s);PL 1952 (Kettridge 1973);counterfoil book, stub book;;;AM
coupon;TDTR (Kettridge 1973);Coupons;JAL, AM, MT;;
emballage de coursier;TDTR;'Couriers'' packaging';JAL, AM, MT;;
;TDTR;Covers, Airmail;;;
courrier récupéré;TDTR;Crash covers;;;
étiquette de cageot/cagette;TDTR (RT2000, Twyman;Crate labels;JAL, AM, MT, TD;;
carte de crédit;;credit card, charge card;;;AM
avis de crédit;TDTR (TL)(Kettridge 1973);Credit notes;JAL, AM, MT;;
album de timbrages;TDTR;Crest albums ;JAL, AM, MT;;
timbrage (héraldique);TDTR;Crests;JAL, AM, MT;;
timbrage (mongramme);;Crests (monogrammes);JAL, AM, MT;;
patron de crochet;TDTR;Crochet patterns;JAL, AM, MT, TD;;
lettres croisées;TDTR;Crossed letters;JAL, AM, MT, TD;;
couronne (1er communion);(PL 1908);crown/wreath (first communion);;;MT
Cuban wrappers;TDTR;Cuban wrappers;JAL, AM, MT;;
carte prépayée en monnaie étrangère;TDTR;Currency cards;;;
enveloppe pour devises;TDTR;Currency envelopes;JAL, AM, MT;;
déclaration en douane;TDTR;Customs declarations;JAL, AM, MT, TD;;
expédition de douane;(RT2000);customs papers;;;AM
étui à couverts;TDTR;Cutlery pockets;JAL, AM, MT, TD;;
découpure;ABMP;cutout;;;MT
silhouette découpée;(PL);cutout silhouette;;;MT
jouet à découper;;cut-out toy;;;AM
carton à découper;(CC 44, 15);cutouts in sheet form;;(not in ET as such);MT
papier découpé;TDTR;Cut-paper works;JAL, AM, MT, TD;Gathering term.;
coupure de presse;TDTR;Cuttings;JAL, AM, MT, TD;;
CV;TDTR;CVs;JAL, AM, MT, TD;;
carte routière pour cyclystes;TDTR;Cycle maps;JAL, AM, MT;;
queue;TDTR;Cypher labels;JAL, AM, MT, TD;;
quotidien;TDTR JGC p.488;daily newspaper;;;
'certificat d''avarie(s)';(Kettridge 1973);damage report;;;AM
carnet de bal;TDTR JAL ABMP (Larousse, Twyman 2013:201) (Afnor);Dance cards;JAL, AM, MT, TD;;
affiche de bal;TDTR AM;Dance posters;JAL, AM, MT, TD;;
jeton de bal;TDTR;Dance tokens;JAL, AM, MT, TD;;
ailette de fléchette publicitaire;TDTR;Dart flights;JAL, AM, MT, TD;;
fiche d’emprunt de livres (2);TDTR ;Date labels;JAL, AM, MT, TD;Change to Return date labels.;
'catalogue de vente d''objets de collection';TDTR;'Dealers'' catalogues';JAL, AM, MT;;
faire-part de décès;;death announcement;;;AM
certificat de décès;TDTR (RT2000) AM;Death certificates;JAL, AM, MT, TD;;
billet deuil;TDTR (Afnor);Death notices;JAL, AM, MT;;
'certificat d''obligation(s)';(Kettridge 1973);debenture certificate;;;AM
obligation;(Kettridge 1973) (Afnor);debenture, bond;;;AM
;;debit note;;;
'plan d''eménagement de pont';TDTR (RT2000);Deck plans;JAL, AM, MT;;
carte correspondence fantaisie;(PM);decorative correspondence card;;(not in ET as such);MT
poster;TDTR;Decorative posters;JAL, AM, MT, TD;;
papeterie fantaisie (1);TDTR;Decorative stationery;JAL, AM, MT, TD;;
décret (1);(PL);decree (judicial decision);;;MT
acte  notarié ;TDTR (Kettridge 1973);Deeds;JAL, AM, MT;;
diplôme (1);TDTR;Degree certificates;JAL, AM, MT, TD;;
carnet de livraison;(Kettridge 1973);delivery book;;;AM
;;delivery instructions;;;MT
bon de livraison;;delivery note;;;AM
;(Kettridge 1973) ;delivery order;;;
bordereau de factage;;delivery sheet;;;AM
bordereau de livraison;;delivery slip;;;AM
'facture d''ordre';(Kettridge 1973);departmental invoice;;;AM
ticket de bouteille consignée;TDTR;Deposit labels;;;
bon de caisse;TD+;deposit receipt;;;AM
catalogue de vente (4);;description of goods for sale/sold;;(not in ET as such);MT
design;TDTR;Designs;JAL, AM, MT;Gathering term.;
buvard sous-main;;Desk blotter (1);JAL, AM, MT, TD;;
buvard de bureau;ABMP;desk blotter (2);JAL, AM, MT, TD;;MT
calendrier de table;(Imp par image IV:12);desk calendar;;;AM
carte de détention ?;TDTR;Detention cards;;;
image pieuse;TDTR;Devotional cards;JAL, AM, MT, TD;;
diagramme;TDTR;Diagrams;JAL, AM, MT, TD;;
agenda;TDTR (Afnor) (Coulisses) AM;Diaries;JAL, AM, MT, TD;;
découpe;TDTR;Die-cuts;JAL, AM, MT;;
fiche de régime diététique;TDTR;Diet sheets;JAL, AM, MT, TD;;
'tableau d''alimentation';TDTR;Dietary tables;JAL, AM, MT, TD;;
diplôme (2);TDTR (CC 65, 62) JGC p.ii (Afnor);Diplomas;JAL, AM, MT, TD;;
publicité postale;TDTR;Direct mail;JAL, AM, MT, TD;;
'plan d''accès';TDTR;Directional maps;JAL, AM, MT;;
'note d''orientation';TDTR;Directions;JAL, AM, MT;;
'mode d''emploi';;directions for use;;;AM
annuaire (2);TDTR;Directories;JAL, AM, MT, TD;;
;TDTR;Directory advertisements;;'Pas d''équivalent trouvé en français.';
répertoire des rues;;directory, street;;;AM
carte de stationnement pour personne à mobilité réduite;TDTR;Disabled parking permits;JAL, AM, MT, TD;;
certificat de congé;TDTR;Discharge certificates;JAL, AM, MT, TD;;
décharge;(Kettridge 1973);discharge, release;;;AM
avis de non-responsabilité;TDTR;Disclaimer notices;JAL, AM, MT, TD;;
;TDTR;Discount tea tickets;;'Pas d''équivalent trouvé en français.';
bordereau des litiges;;discrepancy report;;;AM
courrier désinfecté;TDTR;Disinfected mail;JAL, AM, MT, TD;;
'bulletin d''envoi';;dispatch note;;;AM
boîte de ‘flyers’ et publicité;(CC 62, 4);display box for leaflets;;(not in ET);MT
plateau présentoir;TDTR (CC 67, 40) (CC 66, 90);Display cards;JAL, AM, MT;;
sac poubelle;TDTR;Disposal bags;JAL, AM, MT;;
carte disséquée;TDTR;Dissected maps;JAL, AM, MT, TD;;
tableau des distances;TDTR;Distance charts;JAL, AM, MT, TD;;
document de saisie;TDTR;Distraint papers;JAL, AM, MT, TD;;
papiers de saisie;;distraint, papers of;;;AM
mandat de saisie;TDTR;Distress warrants;JAL, AM, MT, TD;;
coupon de dividende;(Kettridge 1973);dividend coupon;;;AM
dividende sur warrant;(Kettridge 1973);dividend warrant;;correction for chèque dividende, dividend-warrant;AM
accroche-porte “ne pas déranger”;TDTR;Do not disturb notices;JAL, AM, MT, TD;Change notice to "hanging tab".;
'note d''honoraires du médecin';;'doctor''s bill';;;AM
'permis de détention d''un chien';TDTR;Dog licences;JAL, AM, MT, TD; il n’y a pas de “permis” en France pour le brave toutou… Sauf pour molosse, chien dangeureux, chien d’aveugle, etc.);
dentelle papier ;TDTR ABMP;Doilies;JAL, AM, MT,;;
;TDTR;Doll books;;Changes doll books in English;
'feuille d''habits pour poupée papier';(CC 25);doll pattern sheets;JAL, AM, MT,;(not in ET);MT
'affiche d''intérieur à usage domestique';TDTR;Domestic showcards;JAL, AM, MT,;;
formulaire de don (1);TDTR;Donation forms;JAL, AM, MT, TD;;
liste de donateurs (2);TDTR;Donation lists;JAL, AM, MT, TD;;
carte de donneur;TDTR;Donor cards;JAL, AM, MT, TD; (de sang, d’organes…);
bon à vue;;draft;;;AM
'ordre d''incorporation';;draft card;;;AM
brouillon;TDTR;Drafts;JAL, AM, MT, TD;;
cahier de dessin;FN;drawing book;;;MT
cahier de modèles;TDTR;Drawing books;JAL, AM, MT;TD to check.;
licence pour la vente de boissons alcoolisées;;drinks permit;;;
permis de conduire;TDTR (CC 65, 63);Driver’s licences;JAL, AM, MT, TD;;AM
PV (procès-verbal d’infraction routière);TDTR;Driving offence notifications;JAL, AM, MT, TD;;
maquette en blanc;TDTR;Dummies (Bookselling);JAL, AM, MT, TD;;
bonnet d’âne;TDTR;'Dunces'' caps';JAL, AM, MT, TD;;
jaquette;;dust jacket, book jacket, book wrapper, dust cover, jacket;;;
planning horaire;TDTR;Duty rotas;JAL, AM, MT, TD;;
carte de joyeuses Pâques;TDTR;Easter cards;JAL, AM, MT, TD;;
;TDTR;Economy labels;;;
ticket de chemin de fer;TDTR, TLF;Edmondsons;JAL, AM, MT, TD;See also billet de chemin de fer.;
chèque éducation ?;TDTR;Education vouchers;;;
jeu de cartes éducatifs;(CC 51);educational card games;;(not in ET);MT
planche scolaire;(CC 61, 26);educational chart;;(not in ET);MT
facture de collège ou d’école;TDTR;Educational invoices;JAL, AM, MT, TD;;
prospepctus d’université, d’école;TDTR;Educational prospectuses;JAL, AM, MT, TD;;
profession de foi électoral;TDTR;Election addresses;JAL, AM, MT, TD;;
enveloppe de bulletin de vote;TDTR;Election envelopes;JAL, AM, MT, TD;;
tract électoral (2);TDTR;Election leaflets;JAL, AM, MT, TD;;
manifeste politique;TDTR;Election manifestos;JAL, AM, MT, TD;;
affiche électorale (2);TDTR AM;Election posters;JAL, AM, MT, TD;;
souvenir d’élection;TDTR;Election souvenirs;JAL, AM, MT, TD;;
carte d’électeur;(F) JAL (Afnor);electoral card (of entitlement);;;MT
liste électorale ;TDTR AN (PL);Electoral lists;JAL, AM, MT, TD;(le plus souvent au pluriel), liste des électeurs;
demande d’inscription sur les listes électorales;TDTR;Electoral roll forms;JAL, AM, MT, TD;;
courriel;TDTR;Emails;JAL, AM, MT, TD;;
emblème (1);TDTR;Emblems (Allegorical pictures);JAL, AM, MT, TD;;
emblème (2);TDTR;Emblems (Symbols);JAL, AM, MT, TD;;
carte postale gaufrée;(CC 71);embossed postcard (not n et as such);;;MT
gauffrage;TDTR;Embossing;JAL, AM, MT, TD;;
carte postale brodée;(CC 40, 24–27);embroidered card;;;MT
carte brodée;TDTR;Embroidered cards;JAL, AM, MT, TD;;
carton à broder;TDTR;Embroidery cards;JAL, AM, MT, TD;;
patron de broderie;TDTR (N);Embroidery patterns;JAL, AM, MT, TD;;
registre des employés;TDTR;Employee records;JAL, AM, MT, TD;;
contrat de travail;TDTR;Employment contracts;JAL, AM, MT, TD;;
thermomètre publicitaire émaillé ;(62, 35);enamel advertising thermometer;;(not in ET);MT
plaque émaillée;(CC 52, 72, 71) (CC 7/12/07 p.35) JAL (CC18/13/16 p.10);enamel sign;;;MT
carton porcelain ;Hunsett Twyman 2013;enamelled (coated) card;;;AM
badge d’accréditation;TDTR;Enclosure badges;JAL, AM, MT, TD;;
faire-part de fiançailles;;engagement announcement;;;AM
bulletin de renseignements;;enquiry form;;;AM
;TDTR;Entertainment guides;;;
'carte d''entrée';;entrance card;;;AM
enveloppe visite deuil;(PC);envelope for mourning visiting card;;(not in ET);MT
enveloppe illustrée (1);TDTR;Envelope, illustrated;JAL, AM, TD;;AM
enveloppe;TDTR JGC p.12 (Afnor);Envelopes;JAL, AM, TD;;
image d’Épinal;TDTR;Epinal prints;JAL, AM, TD;;MT
livre à système ?;TDTR (CC 72, 30–31);Equivoques;;;
feuille d’errata;TDTR;Errata slips;JAL, AM, TD;carton?;
carte de survie;TDTR;Escape maps;JAL, AM, TD;;
;;'estate agents'' particulars';;;MT
devis;TDTR;Estimates;JAL, AM, TD;;
billet électronique;TDTR;E-tickets;JAL, AM, MT, TD;;
'formulare d''évaluation';;Evaluation forms;;See feedback forms.;
programme des festivités;;event guide;JAL, AM;;
;;examination papers;;;MT
rapport d’examinateur;TDTR;'Examiners'' reports';JAL, AM, TD;;
bordereau de change;;exchange contract;;;AM
ticket de péage (1);TDTR;Exchange tickets;JAL, AM, TD;;
congé (1);TDTR;Excise licences;JAL, AM, TD;;
billet d’excursion;(Kettridge 1973);excursion ticket;;;
canard (1);TDTR (Afnor) JGC p.466;Execution broadsides;;??;
cahier écolier, cahier de brouillon;(CC 57, 79, PL) (PM B);exercise book;;;MT
protège-cahier;TDTR(CC 7/12/07 p.17) JAL (CC 67, 19) (Afnor);Exercise book covers;JAL, AM, TD;;
cache cahier;(PM, with scope note);exercise book holder;;(not in ET);MT
cahier de devoirs;(PM);exercise book, homework;;(not in ET);MT
cahier d’exercice;TDTR;Exercise books;JAL, AM, TD;;
catalogue d’exposition;TDTR;Exhibition catalogues;JAL, AM, TD;;
affiche d’exposition;TDTR;Exhibition posters;JAL, AM, TD;;
carte d’exposant;(CC 52, 17);exhibitor’s card;;(not in ET);MT
ex-libris (2);(E&R);Ex-libris;JAL, AM, TD;;AM
'licence d''exportation';;export permit;;;AM
étiquette de courrier accéléré;TDTR;Express labels;JAL, AM, TD;;
visière en carton;(CC 52, 11);eye shade;;;MT
visière publicitaire;(CC 41, 45) (CC18/13/16 p.57) JAL;eye shade, advertising;;;MT
tableau de vue;TDTR;Eye test charts;JAL, AM, TD;;
masque occulaire ?;TDTR;Eyeshades;;;
'étiquette d''étoffe';TDTR;Fabric labels;JAL, AM, TD;;
'échantillon d''étoffe';TDTR (Afnor);Fabric samples;JAL, AM, TD;;
fac-similé;TDTR JGC p.191 (RT2000, mckitterick);Facsimiles;JAL, AM, TD;;
étiquette de commerce équitable;TDTR;Fairtrade labels;JAL, AM, TD;;
fausse facture;;faked (forged) invoice;;;AM
canard (2);(Petit 1997:14);false report, hoax. 2. rag. 3. (newspaper);;;AM
album de salon et de famille;(J, with scope note);family album ? ;;;MT
arbre généalogique;TDTR;Family trees;JAL, AM, TD;;
Fanzine, ‘zine;TDTR;Fan magazines;JAL, AM, TD;;
papeterie fantaisie (2);TDTR;Fancy stationery;JAL, AM, TD;;
éventail;TDTR (Afnor) JGC p.277;Fans;JAL, AM, TD;;
;TDTR;Farthing novelettes;;(pas d’équivalent trouvé en français);
lettre du Père Noël;(CC 28, 20);father christmas letter;;(not in ET);MT
carte de fête des pères;TDTR;'Father''s day cards';JAL, AM, TD;;
fax;TDTR;Faxes;JAL, AM, TD;;
;TDTR;Feather letters;;(pas d’équivalent trouvé en français);
formulaire d’appréciation;TDTR;Feedback forms;JAL, AM, TD;;
tarif de ferry;TDTR;Ferry rate notices;JAL, AM, TD;;
ticket de ferry;TDTR;Ferry tickets;JAL, AM, TD;;
horaire de ferry;TDTR;Ferry timetables;JAL, AM, TD;;
décorations de fête;TDTR;Festival decorations;JAL, AM, TD;;
programme de festival;TDTR;Festival programmes;JAL, AM, TD;;
;TDTR;Field service postcards;;'carte postale de l''armée?';
biblorhapte binder;(Kettridge 1973);file (for papers);;;AM
fiche pour classeurs;(PC);filing cards;;(not in ET);MT
affiche de cinéma;TDTR (CC 57, 83) (CC 30 64);Film posters;JAL, AM, TD;;MT
photo de plateau;TDTR;Film stills;JAL, AM;'photo d''exploitation, df photogramme = print of a frame of the film. Cf. scope note.';
documents financiers;TDTR;Financial records;JAL, AM;;
bilan;TDTR;Financial statements;JAL, AM;;
permis de port d’arme;TDTR;Firearms licences;JAL, AM;;
billet de première (seconde, troisième);;first (second, third) class ticket;;;AM
image de première communion;TDTR  ABMP;First communion cards;;Ou "carte" ?;
enveloppe premier jour, pli officiel premier jour;TDTR (CC18/13/16 p.20) JAL (CC 54);First day covers;;;
enveloppe premier vol;TDTR;First flight covers;JAL, AM;;
étiquette de caisse à poissons;TDTR ;Fish crate labels;JAL, AM;;
;TDTR;Fish fortune papers;;'Pas d''équivalent trouvé en français.';
permis de pêche;TDTR;Fishing licences;JAL, AM;;
fita;TDTR;Fitas;JAL, AM;;
bon à échéance;;fixed deposit receipt;;;AM
programme des rencontres;TDTR;Fixture lists;JAL, AM;;
drapeau;(PL 1900) (Afnor);flag;;;MT
arleqinade;TDTR;Flap images;JAL, AM;Aussi: pêle-mêle, mélo-mélo;
fiche de soutien scolaire ?;TDTR;Flashcards;;;
;TDTR;Fleet marriage certificates;;'Pas d''équivalent trouvé en français?';
folioscope;TDTR (CC 72, 30–31);Flip books;JAL, AM;;
plan d’étage;TDTR;Floor plans;JAL, AM;;
carte de fleuriste;TDTR;'Florists'' cards';JAL, AM;;
;TDTR;Flow diagrams;;;
papier tue-mouche;TDTR;Fly papers;JAL, AM;;
tract, prospectus;TDTR JGC JAL (Larousse, RT2000) (Afnor);Flyers;;;
ouvrage en papier plié;TDTR;Folded paper works;JAL, AM;;
boîte pliante;;folding carton;JAL, AM, MT, TD;English to be checked.;
étiquette de produit alimentaire;TDTR;Food labels;JAL, AM;;
étiquette de conditionnement de produit alimentaire;TDTR;Food packaging labels;JAL, AM;;
sachet alimentaire;TDTR;Food sachets;JAL, AM;;
emballage alimentaire;TDTR;Food wrappers;JAL, AM;;
billet de match de football ;(29, 49);football admission ticket;;(not in ET as such);MT
album Panini foot ;(39 supp 10);football album/programme?;;(not in ET);MT
ticket de loto sportif ?;TDTR;Football pools coupons;;;
programme de foot;TDTR;Football programmes;JAL, AM;;
annonce de vente;TDTR;For sale notices, Sale notices;JAL, AM;;
contrefaçon;TDTR;Forgeries;JAL, AM;;
bordereau, formule;(TL, B) (Kettridge 1973);form;;;MT
arrêté;(F);formal administrative decision;;(not in ET);MT
formulaire;TDTR;Forms;JAL, AM;;
formulaires multiples en liasse;(PL 1952);forms in pads/wads ?;;(not in ET);MT
feuille, carte de prière;TDTR;Forms of prayer;;;
carte divinatoire;TDTR (Afnor);Fortune telling cards;JAL, AM;;
deuil: lettre double;(PC);four-page mourning letter sheet;;(not in ET);MT
Fraktur;TDTR;Frakturs;JAL, AM;;
marie-louise;TDTR;Frame cards, Mounts;JAL, AM;;
;TDTR;Free franks;;'Pas d''équivalent trouvé en français.';
journal gratuit;;freesheet;;;AM
frontispice;TDTR (Afnor);Frontispieces;JAL, AM;;
;TDTR;Frost fair papers;;(pas d’équivalent en français);
étiquette de cagette de fruits;TDTR;Fruit crate labels;JAL, AM;;
étiquette de fruit;TDTR;Fruit labels;JAL, AM;;
emballage de fruit;TDTR;Fruit wrappers;;;
étiquette de fruits, légumes ;(62, 34-35);fruit, vegetable stickers;;(not in ET as such) ;MT
;;fugitive sheets;;;MT
carte de présence aux funérailles;TDTR;Funeral attendance cards;JAL, AM;;
billet d’enterrement;TDTR, JGC p.72 (Afnor);Funeral invitations;JAL, AM;;
faire-part d’enterrement;TDTR;Funeral notices;JAL, AM;;
organisation du service funèbre?;TDTR;Funeral service cards;;;
papeterie funéraire;TDTR;Funeral stationery;JAL, AM;;
étiquette d’ébéniste;TDTR;'Furniture makers'' labels';JAL, AM;;
épreuve en placards;TDTR;Galley proofs;JAL, AM;;
plateau de jeu;TDTR (CC 4/3/16 p.20) JAL;Game boards;JAL, AM;;
jeu de l’oie;(Afnor) JGC p.210;game of goose;;(under board game, not in ET);MT
carnet de chasse?;TDTR;Game record cards;;;
jeu;TDTR (Afnor);Games;JAL, AM;;
diagramme de Gantt;TDTR;Gantt charts;JAL, AM;;
guirlande;(PL);garland;;;MT
étiquette de vêtement;TDTR;Garment labels;;;
calibre à forets (?);TDTR;Gauge cards;;;
buvard passe–partout;(CC 61, 29);generic advertising blotter;;;MT
enveloppe de don;TDTR;Gift aid envelopes;JAL, AM;;
formulaire de don (2);TDTR;Gift aid forms;JAL, AM;;
sac cadeau;TDTR;Gift bags;JAL, AM;;
carte d’achats;TDTR;Gift cards;;;
catalogue d’articles cadeaux?;TDTR;Gift catalogues;;;
liste de cadeaux;TDTR;Gift lists;;;
emballage cadeau;;gift packaging;JAL, AM, MT, TD;;
carte personnelle;TDTR;Gift tags;;;
chèque-cadeau;TDTR;Gift vouchers;JAL, AM;;
papier cadeau;(Afnor);gift wrapping paper;;;AM
bolduc;TDTR;Gift wrapping tape;JAL, AM;;
emballage cadeau;TDTR;Gift wraps;JAL, AM;;
cadeau (publicitaire);;give-away;;;AM
prime, bonus, cadeau;TDTR;Give-aways;;;
étiquette centrale de disque, rond de disque;TDTR;Gramophone record labels;;;
calendrier des Postes;TDTR JGC p.240;Gratuity almanacs;;;
demande d’étrennes;TDTR;Gratuity requests;;;
carte funéraire;TDTR;Grave cards;;;
carte de séjour (temporaire);;green card;;;AM
;TDTR;Green Shield stamps;;(pas d’équivalent trouvé en français);
carte de vœux;TDTR (Afnor);Greetings cards;;;
télégramme de vœux;TDTR;Greetings telegrams;;;
;TDTR;Gretna Green marriage certificates;;(pas d’équivalent trouvé en français);
littérature grise;(Petit 1997, Garland);grey literature;;;AM
poche pour épiciers;(PL 1895);grocer’s bag;;(not specific in ET);MT
berlingot de sucre en poudre ;(61, 25);ground sugar wrapper in pyramid shape (et?) ;;;MT
bulletin de garantie;(S&A);guarantee form;;;MT
garantie;TDTR;Guarantees;;;
